id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD028062,C1400,P043,2025-04-06,1,3253.32,retourne,casablanca,Cash,L19,2025-04-16
CMD043997,C0345,P040,2025-04-12,5,294.5,livré,rabat,PayPal,L13,2025-04-22
CMD008781,C0226,P049,13/05/2025,2,3216.78,DONE,RBA,PayPal,L05,2025-05-23
CMD028239,C1665,P044,2024-12-04,5,1766.57,OK,marrakech,Cash,L11,2024-12-10
CMD008225,C1901,P044,27/12/2025,2,926.16,livré,Casa,Carte,L07,2025-12-28
CMD016285,C1609,P004,2024-05-29,3,2478.05,en_cours,Tanger,Carte,L18,2024-06-02
CMD001006,C1801,P050,2025-12-24,4,4534.96,retourne,Tanger,Virement,L13,2025-12-28
CMD019028,C0195,P024,2024-09-08,2,3492.93,OK,tanger ,Virement,L05,2024-09-11
CMD038881,C1812,P001,2025-03-28,3,1777.34,livré,MRK,Virement,L19,2025-03-31
CMD046226,C0014,P005,31/03/2026,2,2119.2,DONE,Casa,Cash,L12,2026-04-05
CMD016574,C0478,P049,2026-01-02,5,3955.05,livré,Rabat,Virement,,2026-01-12
CMD003420,C1566,P048,2024-06-06,4,643.92,livré,CASA,Carte,L01,2024-06-13
CMD029664,C1302,P040,Mar 27 2026,2,4440.75,retourne,RBA,Carte,,2026-04-05
CMD034393,C1575,P025,2024-08-02,1,2204.21,KO,Casa,Virement,L14,2024-08-06
CMD010414,C0298,P047,10/06/2024,-3,3659.4,livre,Casablanca,Virement,L16,2024-06-18
CMD031987,C0368,P040,2025-05-27,3,3991.8,livre,FES,PayPal,L10,2025-06-03
CMD035014,C0246,P011,18/06/2024,4,4753.44,DONE,Tnja,PayPal,L01,2024-06-26
CMD043522,C0118,P022,12/03/2026,1,1231.27,livré,Casablanca,PayPal,L14,2026-03-21
CMD031442,C1889,P015,2025-03-30,4,1489.93,livré,Marrakech,Cash,L10,2025-03-31
CMD003699,C1916,P043,2025-06-30,1,1670.36,livré,MARRAKECH,Cash,L06,2025-07-04
CMD000682,C0067,P048,2026-04-06,5,2245.83,annulé,Marrakech,Cash,L19,2026-04-09
CMD037317,C0390,P006,23/12/2024,1,645.78,en_cours,Fès,Cash,,2024-12-26
CMD035470,C0447,P016,2024-11-05,1,2960.69,livré,RBA,PayPal,L04,2024-11-13
CMD033628,C0766,P021,22/03/2025,3,2286.05,en_cours,Casablanca,PayPal,L10,2025-03-31
CMD011209,C0992,P022,Aug 31 2024,4,4927.64,livré,rabat,Virement,L15,2024-09-01
CMD022965,C0998,P007,09/08/2025,5,1886.25,livré,RABAT,Cash,L19,2025-08-12
CMD013054,C0697,P031,Sep 16 2024,5,2098.92,OK,Marrakech,Cash,L15,2024-09-22
CMD005035,C0975,P030,28/08/2024,1,160.98,annule,MRK,PayPal,L14,2024-08-30
CMD049574,C0435,P038,2024-08-20,5,0.0,en_cours,tanger,PayPal,L03,2024-08-25
CMD004615,C0262,P037,2024-11-09,1,2895.31,annule,FES,Virement,L08,2024-11-14
CMD027298,C1793,P028,15/09/2025,2,1909.76,en_cours,fes,PayPal,L18,2025-09-19
CMD007278,C1163,P036,2025-06-15,5,4398.42,retourne,MARRAKECH,Cash,L09,2025-06-21
CMD039499,C1050,P007,2024-08-14,1,1595.91,retourne,Fez,Cash,L10,2024-08-23
CMD012929,C0170,P010,Nov 25 2024,3,1216.62,OK,FES,Carte,L05,2024-11-29
CMD006546,C1454,P013,Aug 19 2024,2,4965.02,annulé,Rabat,PayPal,L09,2024-08-25
CMD008571,C1123,P036,26/10/2024,5,435.32,retourné,FES,Carte,L16,2024-10-28
CMD040100,C0448,P019,Dec 10 2025,5,4023.27,livré,MRK,PayPal,L09,2025-12-20
CMD034913,C1951,P026,12/11/2025,3,720.59,retourné,Fez,Carte,L01,2025-11-19
CMD043805,C1986,P028,May 04 2025,5,948.78,retourne,TANGER,PayPal,L05,2025-05-14
CMD026591,C0827,P029,2025-10-30,3,3654.67,retourné,Marrakech,Cash,L04,2025-11-05
CMD030053,C1322,P039,08/12/2025,5,600.35,OK,TANGER,Virement,L10,2025-12-09
CMD015527,C0347,P046,29/06/2024,5,4271.33,livré,rabat,PayPal,L17,2024-07-03
CMD048662,C0621,P026,2026-03-10,5,2479.53,annule,RBA,PayPal,L19,2026-03-18
CMD004519,C0749,P034,2025-11-30,4,719.69,KO,MRK,Virement,,2025-12-01
CMD034144,C1707,P008,Mar 02 2025,2,523.18,livre,fes,Virement,L11,2025-03-11
CMD033518,C0301,P040,Feb 20 2025,1,1156.94,livré,Rabat,Virement,,2025-03-02
CMD030613,C0500,P018,03/03/2025,3,838.82,livré,Fez,Virement,L17,2025-03-08
CMD047656,C1365,P038,2025-11-05,3,2753.22,livré,MRK,Virement,L17,2025-11-09
CMD048274,C0704,P026,02/10/2025,4,3326.96,livre,Casablanca,Carte,L12,2025-10-08
CMD031250,C0032,P016,Mar 25 2025,3,2882.82,livré,tanger ,PayPal,L15,2025-04-01
CMD018467,C0487,P033,Jan 19 2026,4,4108.52,KO,MRK,Virement,L14,2026-01-28
CMD026413,C1054,P015,Jun 20 2025,4,1138.3,livré,MRK,Cash,L09,2025-06-26
CMD039649,C0201,P016,03/03/2026,2,2715.1,DONE,MARRAKECH,Virement,L10,2026-03-08
CMD047715,C1144,P049,Jun 13 2024,3,3216.92,KO,Casa,Carte,L16,2024-06-19
CMD006657,C1335,P048,Sep 12 2025,4,1851.73,livré,fes,PayPal,L02,2025-09-16
CMD018607,C0281,P006,2025-04-18,4,2811.5,livre,MRK,Virement,L07,2025-04-24
CMD032694,C1986,P049,2026-02-16,3,3124.33,livre,marrakech,PayPal,L08,2026-02-22
CMD020833,C1337,P036,Feb 21 2025,1,1985.37,retourne,CASA,PayPal,L16,2025-03-03
CMD024610,C0200,P028,Dec 08 2025,4,3623.66,livré,marrakech,PayPal,L20,2025-12-17
CMD012476,C0361,P049,2025-07-23,2,3696.89,en_cours,MARRAKECH,Cash,L03,2025-07-28
CMD028421,C1827,P019,22/03/2026,5,1623.79,retourne,Fez,Cash,,2026-03-24
CMD043077,C0281,P034,Sep 09 2025,5,2250.56,OK,RABAT,PayPal,L08,2025-09-10
CMD020140,C0191,P017,Oct 14 2025,3,3621.8,annule,FES,Carte,L06,2025-10-22
CMD039722,C0746,P026,30/11/2024,3,4992.96,en_cours,Rabat,Carte,L18,2024-12-06
CMD031374,C0190,P019,2025-10-12,3,1291.52,annulé,Fès,Virement,L17,2025-10-18
CMD000544,C1602,P039,2025-07-28,3,2217.47,annule,Fès,Cash,L18,2025-08-07
CMD014239,C1938,P042,2025-02-16,4,4263.9,livré,MARRAKECH,PayPal,L13,2025-02-25
CMD004247,C1525,P004,20/12/2025,1,4956.7,livré,MRK,PayPal,L10,2025-12-30
CMD010076,C1858,P006,31/10/2025,2,1446.51,livré,Fès,PayPal,L19,2025-11-04
CMD012482,C1156,P013,2024-08-22,5,621.27,annulé,rabat,Carte,L11,2024-08-30
CMD034549,C1405,P049,Feb 25 2025,5,643.24,KO,MARRAKECH,PayPal,,2025-02-26
CMD038908,C0029,P046,Sep 01 2024,4,2784.56,annulé,Casablanca,Virement,L04,2024-09-07
CMD012702,C0562,P020,Nov 03 2025,3,4300.87,annule,Fès,Virement,L05,2025-11-04
CMD036717,C0340,P012,2025-06-02,5,0.0,livré,RABAT,Cash,L06,2025-06-12
CMD023519,C0964,P013,Dec 14 2025,4,960.12,en_cours,Tanger,Cash,L05,2025-12-24
CMD036651,C1387,P020,10/03/2025,5,4015.21,DONE,fes,Virement,L13,2025-03-13
CMD008322,C0546,P007,2026-01-07,3,1261.62,livré,Rabat,Cash,L16,2026-01-15
CMD048654,C0768,P001,2026-03-18,5,295.13,livré,tanger ,Virement,L18,2026-03-25
CMD018598,C1008,P001,Feb 06 2026,2,4724.49,livré,FES,PayPal,L13,2026-02-14
CMD031941,C1519,P029,06/05/2025,3,3175.89,annule,Tnja,Cash,L20,2025-05-14
CMD013414,C0069,P003,18/10/2025,3,2173.83,retourné,FES,Cash,L12,2025-10-24
CMD003886,C1251,P021,Dec 26 2024,3,1027.51,livre,FES,PayPal,L05,2025-01-04
CMD042569,C1318,P038,05/12/2025,4,1514.05,livré,Rabat,PayPal,L10,2025-12-09
CMD030490,C0907,P048,28/08/2024,4,2282.44,retourné,marrakech,Cash,L15,2024-09-04
CMD017396,C1905,P028,2024-10-11,4,1164.9,retourne,MRK,Virement,L01,2024-10-17
CMD046552,C0062,P005,Mar 27 2026,1,3524.27,livré,tanger,Cash,L08,2026-03-30
CMD035243,C0662,P027,2024-07-05,3,1964.19,annule,RBA,Cash,L16,2024-07-13
CMD020263,C1759,P038,2024-05-04,3,3072.08,annule,Fès,PayPal,L05,2024-05-08
CMD032423,C0539,P009,Sep 04 2025,1,0.0,annule,TNG,PayPal,L02,2025-09-11
CMD041452,C0170,P037,2025-02-19,5,2341.89,retourne,Tnja,PayPal,L08,2025-02-25
CMD014830,C1904,P022,2025-04-21,4,4343.8,livré,tanger ,Cash,L10,2025-04-23
CMD009009,C1611,P048,2024-06-26,5,4892.86,OK,RBA,Virement,L06,2024-07-03
CMD011500,C1608,P022,2025-12-10,1,0.0,livré,tanger,Carte,L09,2025-12-14
CMD032006,C0008,P044,May 05 2024,1,892.36,DONE,Casablanca,PayPal,L09,2024-05-06
CMD029113,C1451,P045,Jun 03 2024,1,154.0,livré,Tnja,Cash,,2024-06-13
CMD006586,C0613,P012,2024-05-31,3,568.35,KO,Fez,Virement,L07,2024-06-01
CMD001591,C1980,P038,Nov 22 2024,1,2359.4,annulé,CASA,Cash,,2024-12-02
CMD018394,C1865,P012,10/10/2025,5,2739.67,annulé,rabat,Carte,L20,2025-10-19
CMD029708,C0770,P001,2025-08-29,5,3426.75,livre,CAS,PayPal,L11,2025-09-03
CMD041931,C1918,P017,Aug 05 2025,1,81.38,livre,TANGER,PayPal,L01,2025-08-13
CMD042037,C0260,P042,2025-10-27,3,1614.25,annulé,tanger,Cash,L02,2025-11-02
CMD026671,C0007,P026,04/06/2025,2,2805.1,annulé,casablanca,Virement,L17,2025-06-08
CMD007837,C0868,P009,Apr 22 2024,1,3406.14,livré,FES,Carte,L04,2024-04-25
CMD018787,C0465,P032,Apr 15 2026,3,3321.21,KO,fes,Carte,L20,2026-04-25
CMD018556,C0371,P032,23/09/2024,5,2525.75,livre,Casablanca,Virement,L15,2024-09-28
CMD046830,C0801,P033,Apr 17 2025,2,3208.11,annule,MARRAKECH,Carte,,2025-04-21
CMD035715,C1711,P049,2025-12-24,2,4258.8,livré,MRK,Virement,L11,2025-12-28
CMD043651,C1231,P050,19/03/2025,3,4992.66,annule,marrakech,PayPal,L07,2025-03-22
CMD009849,C1068,P043,05/02/2026,2,104.44,DONE,Marrakech,Virement,L06,2026-02-12
CMD049734,C1139,P038,03/02/2026,2,4893.35,livre,TANGER,Cash,L20,2026-02-04
CMD002136,C0875,P011,15/06/2025,1,696.29,en_cours,MARRAKECH,Carte,L19,2025-06-21
CMD012933,C0778,P038,Feb 22 2026,4,4449.96,annule,Casa,Cash,L08,2026-03-01
CMD044362,C0530,P019,Aug 30 2024,3,3929.88,livré,Casa,Carte,L05,2024-09-06
CMD035247,C1467,P036,18/04/2025,3,3654.14,en_cours,Fez,Carte,L01,2025-04-24
CMD045564,C1906,P013,2024-12-06,4,3470.9,OK,CAS,Cash,L02,2024-12-10
CMD026449,C0514,P024,2024-06-02,4,2582.6,retourne,casablanca,Virement,L15,2024-06-05
CMD017499,C0096,P018,Nov 04 2024,1,4854.63,OK,TNG,Cash,,2024-11-10
CMD024478,C1021,P008,2026-04-03,1,3917.01,livré,tanger,Cash,L16,2026-04-06
CMD002673,C1255,P037,2024-05-17,5,2796.33,retourne,Casa,PayPal,L07,2024-05-21
CMD030914,C0344,P034,05/04/2026,2,1444.44,livré,MARRAKECH,Carte,,2026-04-09
CMD004092,C1104,P017,2024-10-28,4,2647.82,DONE,Rabat,Cash,L09,2024-11-06
CMD028609,C0994,P031,22/12/2024,5,2102.85,DONE,MARRAKECH,Virement,L15,2024-12-29
CMD030325,C1768,P048,22/06/2025,5,4388.14,annulé,RBA,Cash,L03,2025-06-30
CMD003086,C0957,P034,2024-10-21,1,2532.72,KO,MARRAKECH,Cash,L20,2024-10-27
CMD025506,C0306,P041,03/12/2025,2,1839.54,livré,FES,Carte,L17,2025-12-07
CMD003026,C0527,P046,Apr 16 2026,5,4730.09,annule,Marrakech,Carte,L02,2026-04-19
CMD012378,C1947,P033,Mar 01 2026,4,1618.08,KO,TANGER,PayPal,L19,2026-03-07
CMD045218,C0836,P014,20/04/2025,3,1583.21,OK,Casa,Virement,L10,2025-04-23
CMD043052,C1162,P019,2024-08-11,5,2359.89,livré,TANGER,Cash,,2024-08-16
CMD038791,C1756,P006,07/11/2024,1,727.8,livré,Fez,PayPal,L15,2024-11-09
CMD018127,C0105,P019,2025-03-13,1,235.04,annule,CAS,Cash,L10,2025-03-16
CMD005090,C0956,P033,Oct 05 2025,2,3495.84,OK,Casa,Carte,L02,2025-10-10
CMD010811,C1730,P033,Dec 11 2024,1,383.69,annule,Tnja,Virement,L19,2024-12-13
CMD024413,C0322,P047,Feb 05 2026,2,4974.86,retourné,Rabat,Cash,,2026-02-07
CMD019328,C0159,P023,2024-06-02,5,2641.29,retourné,CAS,Carte,L14,2024-06-03
CMD010207,C0004,P049,Dec 05 2024,1,985.79,annule,tanger ,Cash,L12,2024-12-10
CMD032872,C0233,P041,23/04/2024,5,2116.92,livré,FES,Cash,,2024-04-25
CMD000200,C1945,P008,Jul 01 2024,1,620.97,KO,tanger,PayPal,L18,2024-07-09
CMD002639,C1889,P035,Mar 09 2025,2,976.16,livré,Marrakech,Carte,L09,2025-03-15
CMD033471,C1923,P019,2025-08-30,3,2065.68,KO,Rabat,Virement,L14,2025-09-08
CMD019342,C1216,P045,Nov 17 2025,3,1883.6,livré,MARRAKECH,Carte,L02,2025-11-24
CMD011154,C1442,P020,Sep 04 2025,4,547.58,KO,rabat,Virement,L10,2025-09-09
CMD045411,C1001,P032,2024-08-01,2,1888.45,en_cours,RABAT,PayPal,L07,2024-08-04
CMD031801,C1058,P049,Apr 07 2025,1,968.97,KO,Tanger,Cash,L19,2025-04-10
CMD042170,C1045,P038,04/11/2024,5,2931.49,KO,Rabat,Carte,L08,2024-11-07
CMD048637,C1273,P029,May 11 2024,4,2572.35,livré,rabat,PayPal,L08,2024-05-12
CMD001165,C1828,P026,May 28 2025,1,1665.17,livré,TNG,PayPal,L05,2025-06-05
CMD011807,C1230,P035,2024-06-14,5,4484.19,retourné,fes,Virement,L03,2024-06-19
CMD009802,C0964,P050,2025-08-08,5,2159.88,OK,Tanger,Carte,L02,2025-08-18
CMD047952,C1353,P024,19/04/2025,1,3748.19,annule,Fez,Carte,L19,2025-04-23
CMD025127,C1372,P039,Dec 01 2024,2,491.4,livré,Fès,Virement,L12,2024-12-11
CMD015618,C0207,P003,Oct 09 2024,3,559.11,en_cours,Marrakech,PayPal,L14,2024-10-17
CMD005771,C0979,P040,Jan 13 2026,2,724.71,annulé,RABAT,Virement,L14,2026-01-17
CMD008789,C0281,P023,Jan 09 2025,3,2561.7,en_cours,RABAT,Virement,L01,2025-01-14
CMD009857,C0023,P024,Aug 19 2025,1,4548.26,KO,RBA,Carte,L05,2025-08-22
CMD045217,C1428,P008,2025-10-14,3,562.61,livré,rabat,Virement,L20,2025-10-19
CMD031843,C0446,P028,2025-04-21,2,4980.51,livré,marrakech,PayPal,L14,2025-05-01
CMD034291,C0019,P006,2024-10-10,3,1205.81,livre,TANGER,Carte,L14,2024-10-14
CMD028817,C1931,P043,25/06/2024,2,4622.44,annule,marrakech,Cash,L02,2024-06-29
CMD027503,C1226,P006,2025-09-09,2,437.63,KO,FES,Carte,L20,2025-09-12
CMD043572,C1273,P023,May 03 2024,4,2603.02,OK,Casablanca,Virement,L20,2024-05-04
CMD032074,C0433,P001,Apr 07 2025,2,263.4,retourné,rabat,Virement,L15,2025-04-12
CMD026370,C1780,P030,2025-08-27,2,4838.04,en_cours,MARRAKECH,Cash,L11,2025-09-05
CMD012131,C1428,P011,02/02/2025,4,3962.82,en_cours,fes,Cash,L02,2025-02-11
